שם הקובץ,נתיב הקובץ,תיקיית המקור,מספר שורות
רדק על ירמי׳.txt,אוצריא/תנך/ראשונים/רדק/נביאים/רדק על ירמי׳.txt,sefaria,3263
רדק על מלכים א׳.txt,אוצריא/תנך/ראשונים/רדק/נביאים/רדק על מלכים א׳.txt,sefaria,1385
רדק על יונה.txt,אוצריא/תנך/ראשונים/רדק/נביאים/רדק על יונה.txt,sefaria,147
רדק על שמואל ב.txt,אוצריא/תנך/ראשונים/רדק/נביאים/רדק על שמואל ב.txt,sefaria,1296
רדק על הושע.txt,אוצריא/תנך/ראשונים/רדק/נביאים/רדק על הושע.txt,sefaria,764
רדק על יחזקאל.txt,אוצריא/תנך/ראשונים/רדק/נביאים/רדק על יחזקאל.txt,sefaria,3824
רדק על נחום.txt,אוצריא/תנך/ראשונים/רדק/נביאים/רדק על נחום.txt,sefaria,191
רדק על שמואל א.txt,אוצריא/תנך/ראשונים/רדק/נביאים/רדק על שמואל א.txt,sefaria,1650
רדק על יהושע.txt,אוצריא/תנך/ראשונים/רדק/נביאים/רדק על יהושע.txt,sefaria,735
רדק על זכריה.txt,אוצריא/תנך/ראשונים/רדק/נביאים/רדק על זכריה.txt,sefaria,671
רדק על מיכה.txt,אוצריא/תנך/ראשונים/רדק/נביאים/רדק על מיכה.txt,sefaria,408
רדק על מלכים ב.txt,אוצריא/תנך/ראשונים/רדק/נביאים/רדק על מלכים ב.txt,sefaria,1144
רדק על חבקוק.txt,אוצריא/תנך/ראשונים/רדק/נביאים/רדק על חבקוק.txt,sefaria,232
רדק על צפניה.txt,אוצריא/תנך/ראשונים/רדק/נביאים/רדק על צפניה.txt,sefaria,189
רדק על עובדיה.txt,אוצריא/תנך/ראשונים/רדק/נביאים/רדק על עובדיה.txt,sefaria,82
רדק על שופטים.txt,אוצריא/תנך/ראשונים/רדק/נביאים/רדק על שופטים.txt,sefaria,858
רדק על חגי.txt,אוצריא/תנך/ראשונים/רדק/נביאים/רדק על חגי.txt,sefaria,109
רדק על ישעי׳.txt,אוצריא/תנך/ראשונים/רדק/נביאים/רדק על ישעי׳.txt,sefaria,4295
רדק על דברי הימים ב.txt,אוצריא/תנך/ראשונים/רדק/כתובים/רדק על דברי הימים ב.txt,sefaria,589
הערות על רדק על תהילים.txt,אוצריא/תנך/ראשונים/רדק/כתובים/הערות על רדק על תהילים.txt,sefaria,56
רדק על תהילים.txt,אוצריא/תנך/ראשונים/רדק/כתובים/רדק על תהילים.txt,sefaria,7183
רדק על דברי הימים א׳.txt,אוצריא/תנך/ראשונים/רדק/כתובים/רדק על דברי הימים א׳.txt,sefaria,783
רדק על בראשית.txt,אוצריא/תנך/ראשונים/רדק/תורה/רדק על בראשית.txt,sefaria,3665
אבן עזרא על חבקוק.txt,אוצריא/תנך/ראשונים/אבן עזרא/נביאים/אבן עזרא על חבקוק.txt,sefaria,202
אבן עזרא על מלאכי.txt,אוצריא/תנך/ראשונים/אבן עזרא/נביאים/אבן עזרא על מלאכי.txt,sefaria,157
אבן עזרא על חגי.txt,אוצריא/תנך/ראשונים/אבן עזרא/נביאים/אבן עזרא על חגי.txt,sefaria,99
אבן עזרא על הושע.txt,אוצריא/תנך/ראשונים/אבן עזרא/נביאים/אבן עזרא על הושע.txt,sefaria,594
אבן עזרא על זכריה.txt,אוצריא/תנך/ראשונים/אבן עזרא/נביאים/אבן עזרא על זכריה.txt,sefaria,558
אבן עזרא על מיכה.txt,אוצריא/תנך/ראשונים/אבן עזרא/נביאים/אבן עזרא על מיכה.txt,sefaria,311
אבן עזרא על צפניה.txt,אוצריא/תנך/ראשונים/אבן עזרא/נביאים/אבן עזרא על צפניה.txt,sefaria,156
אבן עזרא על יונה.txt,אוצריא/תנך/ראשונים/אבן עזרא/נביאים/אבן עזרא על יונה.txt,sefaria,129
אבן עזרא על ישעיהו.txt,אוצריא/תנך/ראשונים/אבן עזרא/נביאים/אבן עזרא על ישעיהו.txt,sefaria,4244
אבן עזרא על נחום.txt,אוצריא/תנך/ראשונים/אבן עזרא/נביאים/אבן עזרא על נחום.txt,sefaria,159
אבן עזרא על יואל.txt,אוצריא/תנך/ראשונים/אבן עזרא/נביאים/אבן עזרא על יואל.txt,sefaria,200
אבן עזרא על עמוס.txt,אוצריא/תנך/ראשונים/אבן עזרא/נביאים/אבן עזרא על עמוס.txt,sefaria,373
אבן עזרא על עובדיה.txt,אוצריא/תנך/ראשונים/אבן עזרא/נביאים/אבן עזרא על עובדיה.txt,sefaria,59
אבן עזרא על דניאל.txt,אוצריא/תנך/ראשונים/אבן עזרא/כתובים/אבן עזרא על דניאל.txt,sefaria,759
אבן עזרא על תהילים.txt,אוצריא/תנך/ראשונים/אבן עזרא/כתובים/אבן עזרא על תהילים.txt,sefaria,6489
אבן עזרא על משלי.txt,אוצריא/תנך/ראשונים/אבן עזרא/כתובים/אבן עזרא על משלי.txt,sefaria,2122
אבן עזרא על קהלת.txt,אוצריא/תנך/ראשונים/אבן עזרא/כתובים/אבן עזרא על קהלת.txt,sefaria,564
אבן עזרא על שיר השירים.txt,אוצריא/תנך/ראשונים/אבן עזרא/כתובים/אבן עזרא על שיר השירים.txt,sefaria,493
אבן עזרא על איכה.txt,אוצריא/תנך/ראשונים/אבן עזרא/כתובים/אבן עזרא על איכה.txt,sefaria,351
אבן עזרא על רות.txt,אוצריא/תנך/ראשונים/אבן עזרא/כתובים/אבן עזרא על רות.txt,sefaria,151
אבן עזרא על נחמיה.txt,אוצריא/תנך/ראשונים/אבן עזרא/כתובים/אבן עזרא על נחמיה.txt,sefaria,362
אבן עזרא על אסתר.txt,אוצריא/תנך/ראשונים/אבן עזרא/כתובים/אבן עזרא על אסתר.txt,sefaria,295
אבן עזרא על איוב.txt,אוצריא/תנך/ראשונים/אבן עזרא/כתובים/אבן עזרא על איוב.txt,sefaria,1640
אבן עזרא על עזרא.txt,אוצריא/תנך/ראשונים/אבן עזרא/כתובים/אבן עזרא על עזרא.txt,sefaria,388
אבן עזרא על במדבר.txt,אוצריא/תנך/ראשונים/אבן עזרא/תורה/אבן עזרא על במדבר.txt,sefaria,1812
אבן עזרא על דברים.txt,אוצריא/תנך/ראשונים/אבן עזרא/תורה/אבן עזרא על דברים.txt,sefaria,1873
אבן עזרא על שמות.txt,אוצריא/תנך/ראשונים/אבן עזרא/תורה/אבן עזרא על שמות.txt,sefaria,2635
אבן עזרא על ויקרא.txt,אוצריא/תנך/ראשונים/אבן עזרא/תורה/אבן עזרא על ויקרא.txt,sefaria,1641
אבן עזרא על בראשית.txt,אוצריא/תנך/ראשונים/אבן עזרא/תורה/אבן עזרא על בראשית.txt,sefaria,2172
אבן עזרא על שמות; פירוש הקצר.txt,אוצריא/תנך/ראשונים/אבן עזרא/תורה/אבן עזרא על שמות; פירוש הקצר.txt,sefaria,1730
יוסף אבן יחיא על אסתר.txt,אוצריא/תנך/ראשונים/יוסף אבן יחיא/כתובים/יוסף אבן יחיא על אסתר.txt,sefaria,423
יוסף אבן יחיא על דניאל.txt,אוצריא/תנך/ראשונים/יוסף אבן יחיא/כתובים/יוסף אבן יחיא על דניאל.txt,sefaria,724
בכור שור.txt,אוצריא/תנך/ראשונים/בכור שור/בכור שור.txt,sefaria,6681
רמבן על איוב.txt,אוצריא/תנך/ראשונים/רמבן/רמבן על איוב.txt,sefaria,2160
רמבן על בראשית.txt,אוצריא/תנך/ראשונים/רמבן/תורה/רמבן על בראשית.txt,sefaria,1317
רמבן על ויקרא.txt,אוצריא/תנך/ראשונים/רמבן/תורה/רמבן על ויקרא.txt,sefaria,556
רמבן על שמות.txt,אוצריא/תנך/ראשונים/רמבן/תורה/רמבן על שמות.txt,sefaria,962
רמבן על דברים.txt,אוצריא/תנך/ראשונים/רמבן/תורה/רמבן על דברים.txt,sefaria,744
רמבן על במדבר.txt,אוצריא/תנך/ראשונים/רמבן/תורה/רמבן על במדבר.txt,sefaria,556
דעת זקנים על שמות.txt,אוצריא/תנך/ראשונים/דעת זקנים/תורה/דעת זקנים על שמות.txt,sefaria,522
דעת זקנים על במדבר.txt,אוצריא/תנך/ראשונים/דעת זקנים/תורה/דעת זקנים על במדבר.txt,sefaria,429
דעת זקנים על בראשית.txt,אוצריא/תנך/ראשונים/דעת זקנים/תורה/דעת זקנים על בראשית.txt,sefaria,635
דעת זקנים על דברים.txt,אוצריא/תנך/ראשונים/דעת זקנים/תורה/דעת זקנים על דברים.txt,sefaria,464
דעת זקנים על ויקרא.txt,אוצריא/תנך/ראשונים/דעת זקנים/תורה/דעת זקנים על ויקרא.txt,sefaria,255
רשבם על ויקרא.txt,אוצריא/תנך/ראשונים/רשבם/תורה/רשבם על ויקרא.txt,sefaria,550
רשבם על במדבר.txt,אוצריא/תנך/ראשונים/רשבם/תורה/רשבם על במדבר.txt,sefaria,540
רשבם על דברים.txt,אוצריא/תנך/ראשונים/רשבם/תורה/רשבם על דברים.txt,sefaria,603
רשבם על שמות.txt,אוצריא/תנך/ראשונים/רשבם/תורה/רשבם על שמות.txt,sefaria,1364
רשבם על בראשית.txt,אוצריא/תנך/ראשונים/רשבם/תורה/רשבם על בראשית.txt,sefaria,1382
הטור הארוך.txt,אוצריא/תנך/ראשונים/הטור הארוך/הטור הארוך.txt,sefaria,5153
רלבג על מלכים א.txt,אוצריא/תנך/ראשונים/רלבג/נביאים/רלבג על מלכים א.txt,sefaria,906
רלבג על שמואל א.txt,אוצריא/תנך/ראשונים/רלבג/נביאים/רלבג על שמואל א.txt,sefaria,619
רלבג על שופטים.txt,אוצריא/תנך/ראשונים/רלבג/נביאים/רלבג על שופטים.txt,sefaria,463
רלבג על יהושע.txt,אוצריא/תנך/ראשונים/רלבג/נביאים/רלבג על יהושע.txt,sefaria,210
רלבג על שמואל ב.txt,אוצריא/תנך/ראשונים/רלבג/נביאים/רלבג על שמואל ב.txt,sefaria,536
רלבג על מלכים ב.txt,אוצריא/תנך/ראשונים/רלבג/נביאים/רלבג על מלכים ב.txt,sefaria,772
רלבג אסתר.txt,אוצריא/תנך/ראשונים/רלבג/כתובים/רלבג אסתר.txt,sefaria,249
רלבג שיר השירים.txt,אוצריא/תנך/ראשונים/רלבג/כתובים/רלבג שיר השירים.txt,sefaria,360
רלבג על דברי הימים ב.txt,אוצריא/תנך/ראשונים/רלבג/כתובים/רלבג על דברי הימים ב.txt,sefaria,511
רלבג על עזרא.txt,אוצריא/תנך/ראשונים/רלבג/כתובים/רלבג על עזרא.txt,sefaria,272
רלבג קהלת.txt,אוצריא/תנך/ראשונים/רלבג/כתובים/רלבג קהלת.txt,sefaria,178
רלבג על דברי הימים א.txt,אוצריא/תנך/ראשונים/רלבג/כתובים/רלבג על דברי הימים א.txt,sefaria,674
רלבג רות.txt,אוצריא/תנך/ראשונים/רלבג/כתובים/רלבג רות.txt,sefaria,117
רלבג על משלי.txt,אוצריא/תנך/ראשונים/רלבג/כתובים/רלבג על משלי.txt,sefaria,1720
רלבג על נחמיה.txt,אוצריא/תנך/ראשונים/רלבג/כתובים/רלבג על נחמיה.txt,sefaria,418
רלבג על איוב.txt,אוצריא/תנך/ראשונים/רלבג/כתובים/רלבג על איוב.txt,sefaria,1575
רלבג על התורה.txt,אוצריא/תנך/ראשונים/רלבג/תורה/רלבג על התורה.txt,sefaria,2492
רבנו בחיי.txt,אוצריא/תנך/ראשונים/רבנו בחיי/רבנו בחיי.txt,sefaria,8047
ספורנו על שיר השירים.txt,אוצריא/תנך/ראשונים/ספורנו/כתובים/ספורנו על שיר השירים.txt,sefaria,453
ספורנו על ויקרא.txt,אוצריא/תנך/ראשונים/ספורנו/תורה/ספורנו על ויקרא.txt,sefaria,602
ספורנו על שמות.txt,אוצריא/תנך/ראשונים/ספורנו/תורה/ספורנו על שמות.txt,sefaria,1419
