שם הקובץ,נתיב הקובץ,תיקיית המקור,מספר שורות
"משנה למלך על משנה תורה, הלכות מעילה.txt","אוצריא/הלכה/משנה תורה/מפרשים/משנה למלך/ספר עבודה/משנה למלך על משנה תורה, הלכות מעילה.txt",sefaria,71
"משנה למלך על משנה תורה, הלכות בית הבחירה.txt","אוצריא/הלכה/משנה תורה/מפרשים/משנה למלך/ספר עבודה/משנה למלך על משנה תורה, הלכות בית הבחירה.txt",sefaria,89
"משנה למלך על משנה תורה, הלכות איסורי המזבח.txt","אוצריא/הלכה/משנה תורה/מפרשים/משנה למלך/ספר עבודה/משנה למלך על משנה תורה, הלכות איסורי המזבח.txt",sefaria,76
"משנה למלך על משנה תורה, הלכות כלי המקדש והעובדין בו.txt","אוצריא/הלכה/משנה תורה/מפרשים/משנה למלך/ספר עבודה/משנה למלך על משנה תורה, הלכות כלי המקדש והעובדין בו.txt",sefaria,101
"משנה למלך על משנה תורה, הלכות תמידים ומוספין.txt","אוצריא/הלכה/משנה תורה/מפרשים/משנה למלך/ספר עבודה/משנה למלך על משנה תורה, הלכות תמידים ומוספין.txt",sefaria,81
"משנה למלך על משנה תורה, הלכות פסולי המוקדשין.txt","אוצריא/הלכה/משנה תורה/מפרשים/משנה למלך/ספר עבודה/משנה למלך על משנה תורה, הלכות פסולי המוקדשין.txt",sefaria,148
"משנה למלך על משנה תורה, הלכות עבודת יום הכפורים.txt","אוצריא/הלכה/משנה תורה/מפרשים/משנה למלך/ספר עבודה/משנה למלך על משנה תורה, הלכות עבודת יום הכפורים.txt",sefaria,26
"משנה למלך על משנה תורה, הלכות נדרים.txt","אוצריא/הלכה/משנה תורה/מפרשים/משנה למלך/ספר הפלאה/משנה למלך על משנה תורה, הלכות נדרים.txt",sefaria,71
"משנה למלך על משנה תורה, הלכות נזירות.txt","אוצריא/הלכה/משנה תורה/מפרשים/משנה למלך/ספר הפלאה/משנה למלך על משנה תורה, הלכות נזירות.txt",sefaria,70
"משנה למלך על משנה תורה, הלכות ערכים וחרמין.txt","אוצריא/הלכה/משנה תורה/מפרשים/משנה למלך/ספר הפלאה/משנה למלך על משנה תורה, הלכות ערכים וחרמין.txt",sefaria,72
"משנה למלך על משנה תורה, הלכות שבועות.txt","אוצריא/הלכה/משנה תורה/מפרשים/משנה למלך/ספר הפלאה/משנה למלך על משנה תורה, הלכות שבועות.txt",sefaria,54
"בני אהובה על משנה תורה, הלכות גירושין.txt","אוצריא/הלכה/משנה תורה/מפרשים/בני אהובה/ספר נשים/בני אהובה על משנה תורה, הלכות גירושין.txt",sefaria,87
"בני אהובה על משנה תורה, הלכות יבום וחליצה.txt","אוצריא/הלכה/משנה תורה/מפרשים/בני אהובה/ספר נשים/בני אהובה על משנה תורה, הלכות יבום וחליצה.txt",sefaria,14
"בני אהובה על משנה תורה, הלכות אישות.txt","אוצריא/הלכה/משנה תורה/מפרשים/בני אהובה/ספר נשים/בני אהובה על משנה תורה, הלכות אישות.txt",sefaria,552
"עבודת המלך על משנה תורה, הלכות תלמוד תורה.txt","אוצריא/הלכה/משנה תורה/מפרשים/עבודת המלך/ספר מדע/עבודת המלך על משנה תורה, הלכות תלמוד תורה.txt",sefaria,340
"עבודת המלך על משנה תורה, הלכות דעות.txt","אוצריא/הלכה/משנה תורה/מפרשים/עבודת המלך/ספר מדע/עבודת המלך על משנה תורה, הלכות דעות.txt",sefaria,339
"עבודת המלך על משנה תורה, הלכות תשובה.txt","אוצריא/הלכה/משנה תורה/מפרשים/עבודת המלך/ספר מדע/עבודת המלך על משנה תורה, הלכות תשובה.txt",sefaria,210
"עבודת המלך על משנה תורה, הלכות יסודי התורה.txt","אוצריא/הלכה/משנה תורה/מפרשים/עבודת המלך/ספר מדע/עבודת המלך על משנה תורה, הלכות יסודי התורה.txt",sefaria,247
"עבודת המלך על משנה תורה, הלכות עבודה זרה וחוקות הגויים.txt","אוצריא/הלכה/משנה תורה/מפרשים/עבודת המלך/ספר מדע/עבודת המלך על משנה תורה, הלכות עבודה זרה וחוקות הגויים.txt",sefaria,458
"עבודת המלך על משנה תורה, מסירת תורה שבעל פה.txt","אוצריא/הלכה/משנה תורה/מפרשים/עבודת המלך/הקדמה/עבודת המלך על משנה תורה, מסירת תורה שבעל פה.txt",sefaria,46
"נחל איתן על משנה תורה, הלכות שחיטה.txt","אוצריא/הלכה/משנה תורה/מפרשים/נחל איתן/ספר קדושה/נחל איתן על משנה תורה, הלכות שחיטה.txt",sefaria,24
"נחל איתן על משנה תורה, הלכות מאכלות אסורות.txt","אוצריא/הלכה/משנה תורה/מפרשים/נחל איתן/ספר קדושה/נחל איתן על משנה תורה, הלכות מאכלות אסורות.txt",sefaria,66
"נחל איתן על משנה תורה, הלכות איסורי ביאה.txt","אוצריא/הלכה/משנה תורה/מפרשים/נחל איתן/ספר קדושה/נחל איתן על משנה תורה, הלכות איסורי ביאה.txt",sefaria,96
"נחל איתן על משנה תורה, הלכות עבודה זרה וחוקות הגויים.txt","אוצריא/הלכה/משנה תורה/מפרשים/נחל איתן/ספר מדע/נחל איתן על משנה תורה, הלכות עבודה זרה וחוקות הגויים.txt",sefaria,26
"נחל איתן על משנה תורה, הלכות דעות.txt","אוצריא/הלכה/משנה תורה/מפרשים/נחל איתן/ספר מדע/נחל איתן על משנה תורה, הלכות דעות.txt",sefaria,9
"נחל איתן על משנה תורה, הלכות יסודי התורה.txt","אוצריא/הלכה/משנה תורה/מפרשים/נחל איתן/ספר מדע/נחל איתן על משנה תורה, הלכות יסודי התורה.txt",sefaria,13
"נחל איתן על משנה תורה, הלכות תלמוד תורה.txt","אוצריא/הלכה/משנה תורה/מפרשים/נחל איתן/ספר מדע/נחל איתן על משנה תורה, הלכות תלמוד תורה.txt",sefaria,11
"נחל איתן על משנה תורה, הלכות תשובה.txt","אוצריא/הלכה/משנה תורה/מפרשים/נחל איתן/ספר מדע/נחל איתן על משנה תורה, הלכות תשובה.txt",sefaria,20
"נחל איתן על משנה תורה, הלכות מגילה וחנוכה.txt","אוצריא/הלכה/משנה תורה/מפרשים/נחל איתן/ספר זמנים/נחל איתן על משנה תורה, הלכות מגילה וחנוכה.txt",sefaria,9
"נחל איתן על משנה תורה, הלכות תעניות.txt","אוצריא/הלכה/משנה תורה/מפרשים/נחל איתן/ספר זמנים/נחל איתן על משנה תורה, הלכות תעניות.txt",sefaria,11
"נחל איתן על משנה תורה, הלכות שבת.txt","אוצריא/הלכה/משנה תורה/מפרשים/נחל איתן/ספר זמנים/נחל איתן על משנה תורה, הלכות שבת.txt",sefaria,145
"נחל איתן על משנה תורה, הלכות שביתת יום טוב.txt","אוצריא/הלכה/משנה תורה/מפרשים/נחל איתן/ספר זמנים/נחל איתן על משנה תורה, הלכות שביתת יום טוב.txt",sefaria,27
"נחל איתן על משנה תורה, הלכות שביתת עשור.txt","אוצריא/הלכה/משנה תורה/מפרשים/נחל איתן/ספר זמנים/נחל איתן על משנה תורה, הלכות שביתת עשור.txt",sefaria,11
"נחל איתן על משנה תורה, הלכות עירובין.txt","אוצריא/הלכה/משנה תורה/מפרשים/נחל איתן/ספר זמנים/נחל איתן על משנה תורה, הלכות עירובין.txt",sefaria,22
"נחל איתן על משנה תורה, הלכות שופר וסוכה ולולב.txt","אוצריא/הלכה/משנה תורה/מפרשים/נחל איתן/ספר זמנים/נחל איתן על משנה תורה, הלכות שופר וסוכה ולולב.txt",sefaria,23
"נחל איתן על משנה תורה, הלכות חמץ ומצה.txt","אוצריא/הלכה/משנה תורה/מפרשים/נחל איתן/ספר זמנים/נחל איתן על משנה תורה, הלכות חמץ ומצה.txt",sefaria,38
"נחל איתן על משנה תורה, הלכות קידוש החודש.txt","אוצריא/הלכה/משנה תורה/מפרשים/נחל איתן/ספר זמנים/נחל איתן על משנה תורה, הלכות קידוש החודש.txt",sefaria,9
"נחל איתן על משנה תורה, הלכות ציצית.txt","אוצריא/הלכה/משנה תורה/מפרשים/נחל איתן/ספר אהבה/נחל איתן על משנה תורה, הלכות ציצית.txt",sefaria,17
"נחל איתן על משנה תורה, הלכות מילה.txt","אוצריא/הלכה/משנה תורה/מפרשים/נחל איתן/ספר אהבה/נחל איתן על משנה תורה, הלכות מילה.txt",sefaria,20
"נחל איתן על משנה תורה, הלכות תפילה וברכת כהנים.txt","אוצריא/הלכה/משנה תורה/מפרשים/נחל איתן/ספר אהבה/נחל איתן על משנה תורה, הלכות תפילה וברכת כהנים.txt",sefaria,30
"נחל איתן על משנה תורה, הלכות תפילין ומזוזה וספר תורה.txt","אוצריא/הלכה/משנה תורה/מפרשים/נחל איתן/ספר אהבה/נחל איתן על משנה תורה, הלכות תפילין ומזוזה וספר תורה.txt",sefaria,25
"נחל איתן על משנה תורה, הלכות ברכות.txt","אוצריא/הלכה/משנה תורה/מפרשים/נחל איתן/ספר אהבה/נחל איתן על משנה תורה, הלכות ברכות.txt",sefaria,41
"נחל איתן על משנה תורה, הלכות קריאת שמע.txt","אוצריא/הלכה/משנה תורה/מפרשים/נחל איתן/ספר אהבה/נחל איתן על משנה תורה, הלכות קריאת שמע.txt",sefaria,24
"נחל איתן על משנה תורה, הלכות סוטה.txt","אוצריא/הלכה/משנה תורה/מפרשים/נחל איתן/ספר נשים/נחל איתן על משנה תורה, הלכות סוטה.txt",sefaria,28
"נחל איתן על משנה תורה, הלכות נערה בתולה.txt","אוצריא/הלכה/משנה תורה/מפרשים/נחל איתן/ספר נשים/נחל איתן על משנה תורה, הלכות נערה בתולה.txt",sefaria,24
"נחל איתן על משנה תורה, הלכות גירושין.txt","אוצריא/הלכה/משנה תורה/מפרשים/נחל איתן/ספר נשים/נחל איתן על משנה תורה, הלכות גירושין.txt",sefaria,54
"נחל איתן על משנה תורה, הלכות אישות.txt","אוצריא/הלכה/משנה תורה/מפרשים/נחל איתן/ספר נשים/נחל איתן על משנה תורה, הלכות אישות.txt",sefaria,150
"נחל איתן על משנה תורה, הלכות יבום וחליצה.txt","אוצריא/הלכה/משנה תורה/מפרשים/נחל איתן/ספר נשים/נחל איתן על משנה תורה, הלכות יבום וחליצה.txt",sefaria,19
"ציוני מהרן על משנה תורה, הלכות תמורה.txt","אוצריא/הלכה/משנה תורה/מפרשים/ציוני מהרן/ספר קורבנות/ציוני מהרן על משנה תורה, הלכות תמורה.txt",sefaria,10
"ציוני מהרן על משנה תורה, הלכות מחוסרי כפרה.txt","אוצריא/הלכה/משנה תורה/מפרשים/ציוני מהרן/ספר קורבנות/ציוני מהרן על משנה תורה, הלכות מחוסרי כפרה.txt",sefaria,6
"ציוני מהרן על משנה תורה, הלכות קרבן פסח.txt","אוצריא/הלכה/משנה תורה/מפרשים/ציוני מהרן/ספר קורבנות/ציוני מהרן על משנה תורה, הלכות קרבן פסח.txt",sefaria,17
"ציוני מהרן על משנה תורה, הלכות שגגות.txt","אוצריא/הלכה/משנה תורה/מפרשים/ציוני מהרן/ספר קורבנות/ציוני מהרן על משנה תורה, הלכות שגגות.txt",sefaria,12
"ציוני מהרן על משנה תורה, הלכות בכורות.txt","אוצריא/הלכה/משנה תורה/מפרשים/ציוני מהרן/ספר קורבנות/ציוני מהרן על משנה תורה, הלכות בכורות.txt",sefaria,9
"ציוני מהרן על משנה תורה, הלכות חובל ומזיק.txt","אוצריא/הלכה/משנה תורה/מפרשים/ציוני מהרן/ספר נזיקין/ציוני מהרן על משנה תורה, הלכות חובל ומזיק.txt",sefaria,15
"ציוני מהרן על משנה תורה, הלכות נזקי ממון.txt","אוצריא/הלכה/משנה תורה/מפרשים/ציוני מהרן/ספר נזיקין/ציוני מהרן על משנה תורה, הלכות נזקי ממון.txt",sefaria,6
"ציוני מהרן על משנה תורה, הלכות גניבה.txt","אוצריא/הלכה/משנה תורה/מפרשים/ציוני מהרן/ספר נזיקין/ציוני מהרן על משנה תורה, הלכות גניבה.txt",sefaria,11
"ציוני מהרן על משנה תורה, הלכות גזילה ואבידה.txt","אוצריא/הלכה/משנה תורה/מפרשים/ציוני מהרן/ספר נזיקין/ציוני מהרן על משנה תורה, הלכות גזילה ואבידה.txt",sefaria,10
"ציוני מהרן על משנה תורה, הלכות רוצח ושמירת נפש.txt","אוצריא/הלכה/משנה תורה/מפרשים/ציוני מהרן/ספר נזיקין/ציוני מהרן על משנה תורה, הלכות רוצח ושמירת נפש.txt",sefaria,12
"ציוני מהרן על משנה תורה, הלכות מאכלות אסורות.txt","אוצריא/הלכה/משנה תורה/מפרשים/ציוני מהרן/ספר קדושה/ציוני מהרן על משנה תורה, הלכות מאכלות אסורות.txt",sefaria,21
"ציוני מהרן על משנה תורה, הלכות שחיטה.txt","אוצריא/הלכה/משנה תורה/מפרשים/ציוני מהרן/ספר קדושה/ציוני מהרן על משנה תורה, הלכות שחיטה.txt",sefaria,6
"ציוני מהרן על משנה תורה, הלכות איסורי ביאה.txt","אוצריא/הלכה/משנה תורה/מפרשים/ציוני מהרן/ספר קדושה/ציוני מהרן על משנה תורה, הלכות איסורי ביאה.txt",sefaria,26
"ציוני מהרן על משנה תורה, הלכות עבדים.txt","אוצריא/הלכה/משנה תורה/מפרשים/ציוני מהרן/ספר קניין/ציוני מהרן על משנה תורה, הלכות עבדים.txt",sefaria,9
"ציוני מהרן על משנה תורה, הלכות מכירה.txt","אוצריא/הלכה/משנה תורה/מפרשים/ציוני מהרן/ספר קניין/ציוני מהרן על משנה תורה, הלכות מכירה.txt",sefaria,9
"ציוני מהרן על משנה תורה, הלכות שכנים.txt","אוצריא/הלכה/משנה תורה/מפרשים/ציוני מהרן/ספר קניין/ציוני מהרן על משנה תורה, הלכות שכנים.txt",sefaria,9
"ציוני מהרן על משנה תורה, הלכות זכייה ומתנה.txt","אוצריא/הלכה/משנה תורה/מפרשים/ציוני מהרן/ספר קניין/ציוני מהרן על משנה תורה, הלכות זכייה ומתנה.txt",sefaria,12
"ציוני מהרן על משנה תורה, הלכות שלוחין ושותפין.txt","אוצריא/הלכה/משנה תורה/מפרשים/ציוני מהרן/ספר קניין/ציוני מהרן על משנה תורה, הלכות שלוחין ושותפין.txt",sefaria,9
"ציוני מהרן על משנה תורה, הלכות תשובה.txt","אוצריא/הלכה/משנה תורה/מפרשים/ציוני מהרן/ספר מדע/ציוני מהרן על משנה תורה, הלכות תשובה.txt",sefaria,16
"ציוני מהרן על משנה תורה, הלכות דעות.txt","אוצריא/הלכה/משנה תורה/מפרשים/ציוני מהרן/ספר מדע/ציוני מהרן על משנה תורה, הלכות דעות.txt",sefaria,15
"ציוני מהרן על משנה תורה, הלכות תלמוד תורה.txt","אוצריא/הלכה/משנה תורה/מפרשים/ציוני מהרן/ספר מדע/ציוני מהרן על משנה תורה, הלכות תלמוד תורה.txt",sefaria,12
"ציוני מהרן על משנה תורה, הלכות יסודי התורה.txt","אוצריא/הלכה/משנה תורה/מפרשים/ציוני מהרן/ספר מדע/ציוני מהרן על משנה תורה, הלכות יסודי התורה.txt",sefaria,9
"ציוני מהרן על משנה תורה, הלכות עבודה זרה וחוקות הגויים.txt","אוצריא/הלכה/משנה תורה/מפרשים/ציוני מהרן/ספר מדע/ציוני מהרן על משנה תורה, הלכות עבודה זרה וחוקות הגויים.txt",sefaria,24
"ציוני מהרן על משנה תורה, הלכות ביכורים ושאר מתנות כהונה שבגבולין.txt","אוצריא/הלכה/משנה תורה/מפרשים/ציוני מהרן/ספר זרעים/ציוני מהרן על משנה תורה, הלכות ביכורים ושאר מתנות כהונה שבגבולין.txt",sefaria,18
"ציוני מהרן על משנה תורה, הלכות מעשר שני ונטע רבעי.txt","אוצריא/הלכה/משנה תורה/מפרשים/ציוני מהרן/ספר זרעים/ציוני מהרן על משנה תורה, הלכות מעשר שני ונטע רבעי.txt",sefaria,18
"ציוני מהרן על משנה תורה, הלכות מעשרות.txt","אוצריא/הלכה/משנה תורה/מפרשים/ציוני מהרן/ספר זרעים/ציוני מהרן על משנה תורה, הלכות מעשרות.txt",sefaria,26
"ציוני מהרן על משנה תורה, הלכות שמיטה ויובל.txt","אוצריא/הלכה/משנה תורה/מפרשים/ציוני מהרן/ספר זרעים/ציוני מהרן על משנה תורה, הלכות שמיטה ויובל.txt",sefaria,26
"ציוני מהרן על משנה תורה, הלכות תרומות.txt","אוצריא/הלכה/משנה תורה/מפרשים/ציוני מהרן/ספר זרעים/ציוני מהרן על משנה תורה, הלכות תרומות.txt",sefaria,33
"ציוני מהרן על משנה תורה, הלכות כלאים.txt","אוצריא/הלכה/משנה תורה/מפרשים/ציוני מהרן/ספר זרעים/ציוני מהרן על משנה תורה, הלכות כלאים.txt",sefaria,19
"ציוני מהרן על משנה תורה, הלכות מתנות עניים.txt","אוצריא/הלכה/משנה תורה/מפרשים/ציוני מהרן/ספר זרעים/ציוני מהרן על משנה תורה, הלכות מתנות עניים.txt",sefaria,14
"ציוני מהרן על משנה תורה, הלכות אבל.txt","אוצריא/הלכה/משנה תורה/מפרשים/ציוני מהרן/ספר שופטים/ציוני מהרן על משנה תורה, הלכות אבל.txt",sefaria,33
"ציוני מהרן על משנה תורה, הלכות סנהדרין והעונשין המסורין להם.txt","אוצריא/הלכה/משנה תורה/מפרשים/ציוני מהרן/ספר שופטים/ציוני מהרן על משנה תורה, הלכות סנהדרין והעונשין המסורין להם.txt",sefaria,32
"ציוני מהרן על משנה תורה, הלכות מלכים ומלחמות.txt","אוצריא/הלכה/משנה תורה/מפרשים/ציוני מהרן/ספר שופטים/ציוני מהרן על משנה תורה, הלכות מלכים ומלחמות.txt",sefaria,37
"ציוני מהרן על משנה תורה, הלכות עדות.txt","אוצריא/הלכה/משנה תורה/מפרשים/ציוני מהרן/ספר שופטים/ציוני מהרן על משנה תורה, הלכות עדות.txt",sefaria,14
"ציוני מהרן על משנה תורה, הלכות ממרים.txt","אוצריא/הלכה/משנה תורה/מפרשים/ציוני מהרן/ספר שופטים/ציוני מהרן על משנה תורה, הלכות ממרים.txt",sefaria,29
"ציוני מהרן על משנה תורה, מסירת תורה שבעל פה.txt","אוצריא/הלכה/משנה תורה/מפרשים/ציוני מהרן/הקדמה/ציוני מהרן על משנה תורה, מסירת תורה שבעל פה.txt",sefaria,9
"ציוני מהרן על משנה תורה, הלכות תעניות.txt","אוצריא/הלכה/משנה תורה/מפרשים/ציוני מהרן/ספר זמנים/ציוני מהרן על משנה תורה, הלכות תעניות.txt",sefaria,8
"ציוני מהרן על משנה תורה, הלכות שקלים.txt","אוצריא/הלכה/משנה תורה/מפרשים/ציוני מהרן/ספר זמנים/ציוני מהרן על משנה תורה, הלכות שקלים.txt",sefaria,7
"ציוני מהרן על משנה תורה, הלכות שבת.txt","אוצריא/הלכה/משנה תורה/מפרשים/ציוני מהרן/ספר זמנים/ציוני מהרן על משנה תורה, הלכות שבת.txt",sefaria,35
"ציוני מהרן על משנה תורה, הלכות חמץ ומצה.txt","אוצריא/הלכה/משנה תורה/מפרשים/ציוני מהרן/ספר זמנים/ציוני מהרן על משנה תורה, הלכות חמץ ומצה.txt",sefaria,12
"ציוני מהרן על משנה תורה, הלכות קידוש החודש.txt","אוצריא/הלכה/משנה תורה/מפרשים/ציוני מהרן/ספר זמנים/ציוני מהרן על משנה תורה, הלכות קידוש החודש.txt",sefaria,18
"ציוני מהרן על משנה תורה, הלכות שביתת יום טוב.txt","אוצריא/הלכה/משנה תורה/מפרשים/ציוני מהרן/ספר זמנים/ציוני מהרן על משנה תורה, הלכות שביתת יום טוב.txt",sefaria,9
"ציוני מהרן על משנה תורה, הלכות עירובין.txt","אוצריא/הלכה/משנה תורה/מפרשים/ציוני מהרן/ספר זמנים/ציוני מהרן על משנה תורה, הלכות עירובין.txt",sefaria,9
"ציוני מהרן על משנה תורה, הלכות שופר וסוכה ולולב.txt","אוצריא/הלכה/משנה תורה/מפרשים/ציוני מהרן/ספר זמנים/ציוני מהרן על משנה תורה, הלכות שופר וסוכה ולולב.txt",sefaria,6
"ציוני מהרן על משנה תורה, הלכות מגילה וחנוכה.txt","אוצריא/הלכה/משנה תורה/מפרשים/ציוני מהרן/ספר זמנים/ציוני מהרן על משנה תורה, הלכות מגילה וחנוכה.txt",sefaria,9
"ציוני מהרן על משנה תורה, הלכות שביתת עשור.txt","אוצריא/הלכה/משנה תורה/מפרשים/ציוני מהרן/ספר זמנים/ציוני מהרן על משנה תורה, הלכות שביתת עשור.txt",sefaria,6
"ציוני מהרן על משנה תורה, הלכות מילה.txt","אוצריא/הלכה/משנה תורה/מפרשים/ציוני מהרן/ספר אהבה/ציוני מהרן על משנה תורה, הלכות מילה.txt",sefaria,9
"ציוני מהרן על משנה תורה, הלכות קריאת שמע.txt","אוצריא/הלכה/משנה תורה/מפרשים/ציוני מהרן/ספר אהבה/ציוני מהרן על משנה תורה, הלכות קריאת שמע.txt",sefaria,6
"ציוני מהרן על משנה תורה, הלכות ציצית.txt","אוצריא/הלכה/משנה תורה/מפרשים/ציוני מהרן/ספר אהבה/ציוני מהרן על משנה תורה, הלכות ציצית.txt",sefaria,6
"ציוני מהרן על משנה תורה, הלכות תפילין ומזוזה וספר תורה.txt","אוצריא/הלכה/משנה תורה/מפרשים/ציוני מהרן/ספר אהבה/ציוני מהרן על משנה תורה, הלכות תפילין ומזוזה וספר תורה.txt",sefaria,11
"ציוני מהרן על משנה תורה, הלכות תפילה וברכת כהנים.txt","אוצריא/הלכה/משנה תורה/מפרשים/ציוני מהרן/ספר אהבה/ציוני מהרן על משנה תורה, הלכות תפילה וברכת כהנים.txt",sefaria,12
"ציוני מהרן על משנה תורה, הלכות ברכות.txt","אוצריא/הלכה/משנה תורה/מפרשים/ציוני מהרן/ספר אהבה/ציוני מהרן על משנה תורה, הלכות ברכות.txt",sefaria,12
"ציוני מהרן על משנה תורה, הלכות טומאת מת.txt","אוצריא/הלכה/משנה תורה/מפרשים/ציוני מהרן/ספר טהרה/ציוני מהרן על משנה תורה, הלכות טומאת מת.txt",sefaria,9
"ציוני מהרן על משנה תורה, הלכות מטמאי משכב ומושב.txt","אוצריא/הלכה/משנה תורה/מפרשים/ציוני מהרן/ספר טהרה/ציוני מהרן על משנה תורה, הלכות מטמאי משכב ומושב.txt",sefaria,11
"ציוני מהרן על משנה תורה, הלכות פרה אדומה.txt","אוצריא/הלכה/משנה תורה/מפרשים/ציוני מהרן/ספר טהרה/ציוני מהרן על משנה תורה, הלכות פרה אדומה.txt",sefaria,6
"ציוני מהרן על משנה תורה, הלכות כלים.txt","אוצריא/הלכה/משנה תורה/מפרשים/ציוני מהרן/ספר טהרה/ציוני מהרן על משנה תורה, הלכות כלים.txt",sefaria,22
"ציוני מהרן על משנה תורה, הלכות מקואות.txt","אוצריא/הלכה/משנה תורה/מפרשים/ציוני מהרן/ספר טהרה/ציוני מהרן על משנה תורה, הלכות מקואות.txt",sefaria,8
"ציוני מהרן על משנה תורה, הלכות טומאת צרעת.txt","אוצריא/הלכה/משנה תורה/מפרשים/ציוני מהרן/ספר טהרה/ציוני מהרן על משנה תורה, הלכות טומאת צרעת.txt",sefaria,6
"ציוני מהרן על משנה תורה, הלכות שאר אבות הטומאות.txt","אוצריא/הלכה/משנה תורה/מפרשים/ציוני מהרן/ספר טהרה/ציוני מהרן על משנה תורה, הלכות שאר אבות הטומאות.txt",sefaria,11
"ציוני מהרן על משנה תורה, הלכות טומאת אוכלים.txt","אוצריא/הלכה/משנה תורה/מפרשים/ציוני מהרן/ספר טהרה/ציוני מהרן על משנה תורה, הלכות טומאת אוכלים.txt",sefaria,6
"ציוני מהרן על משנה תורה, הלכות יבום וחליצה.txt","אוצריא/הלכה/משנה תורה/מפרשים/ציוני מהרן/ספר נשים/ציוני מהרן על משנה תורה, הלכות יבום וחליצה.txt",sefaria,6
"ציוני מהרן על משנה תורה, הלכות נערה בתולה.txt","אוצריא/הלכה/משנה תורה/מפרשים/ציוני מהרן/ספר נשים/ציוני מהרן על משנה תורה, הלכות נערה בתולה.txt",sefaria,11
"ציוני מהרן על משנה תורה, הלכות גירושין.txt","אוצריא/הלכה/משנה תורה/מפרשים/ציוני מהרן/ספר נשים/ציוני מהרן על משנה תורה, הלכות גירושין.txt",sefaria,6
"ציוני מהרן על משנה תורה, הלכות אישות.txt","אוצריא/הלכה/משנה תורה/מפרשים/ציוני מהרן/ספר נשים/ציוני מהרן על משנה תורה, הלכות אישות.txt",sefaria,21
"ציוני מהרן על משנה תורה, הלכות סוטה.txt","אוצריא/הלכה/משנה תורה/מפרשים/ציוני מהרן/ספר נשים/ציוני מהרן על משנה תורה, הלכות סוטה.txt",sefaria,12
"ציוני מהרן על משנה תורה, הלכות שכירות.txt","אוצריא/הלכה/משנה תורה/מפרשים/ציוני מהרן/ספר משפטים/ציוני מהרן על משנה תורה, הלכות שכירות.txt",sefaria,12
"ציוני מהרן על משנה תורה, הלכות טוען ונטען.txt","אוצריא/הלכה/משנה תורה/מפרשים/ציוני מהרן/ספר משפטים/ציוני מהרן על משנה תורה, הלכות טוען ונטען.txt",sefaria,8
"ציוני מהרן על משנה תורה, הלכות נחלות.txt","אוצריא/הלכה/משנה תורה/מפרשים/ציוני מהרן/ספר משפטים/ציוני מהרן על משנה תורה, הלכות נחלות.txt",sefaria,11
"ציוני מהרן על משנה תורה, הלכות תמידים ומוספין.txt","אוצריא/הלכה/משנה תורה/מפרשים/ציוני מהרן/ספר עבודה/ציוני מהרן על משנה תורה, הלכות תמידים ומוספין.txt",sefaria,16
"ציוני מהרן על משנה תורה, הלכות מעשה הקרבנות.txt","אוצריא/הלכה/משנה תורה/מפרשים/ציוני מהרן/ספר עבודה/ציוני מהרן על משנה תורה, הלכות מעשה הקרבנות.txt",sefaria,37
"ציוני מהרן על משנה תורה, הלכות כלי המקדש והעובדין בו.txt","אוצריא/הלכה/משנה תורה/מפרשים/ציוני מהרן/ספר עבודה/ציוני מהרן על משנה תורה, הלכות כלי המקדש והעובדין בו.txt",sefaria,19
"ציוני מהרן על משנה תורה, הלכות פסולי המוקדשין.txt","אוצריא/הלכה/משנה תורה/מפרשים/ציוני מהרן/ספר עבודה/ציוני מהרן על משנה תורה, הלכות פסולי המוקדשין.txt",sefaria,21
"ציוני מהרן על משנה תורה, הלכות איסורי המזבח.txt","אוצריא/הלכה/משנה תורה/מפרשים/ציוני מהרן/ספר עבודה/ציוני מהרן על משנה תורה, הלכות איסורי המזבח.txt",sefaria,16
"ציוני מהרן על משנה תורה, הלכות בית הבחירה.txt","אוצריא/הלכה/משנה תורה/מפרשים/ציוני מהרן/ספר עבודה/ציוני מהרן על משנה תורה, הלכות בית הבחירה.txt",sefaria,36
"ציוני מהרן על משנה תורה, הלכות מעילה.txt","אוצריא/הלכה/משנה תורה/מפרשים/ציוני מהרן/ספר עבודה/ציוני מהרן על משנה תורה, הלכות מעילה.txt",sefaria,6
"ציוני מהרן על משנה תורה, הלכות עבודת יום הכפורים.txt","אוצריא/הלכה/משנה תורה/מפרשים/ציוני מהרן/ספר עבודה/ציוני מהרן על משנה תורה, הלכות עבודת יום הכפורים.txt",sefaria,12
"ציוני מהרן על משנה תורה, הלכות ביאת מקדש.txt","אוצריא/הלכה/משנה תורה/מפרשים/ציוני מהרן/ספר עבודה/ציוני מהרן על משנה תורה, הלכות ביאת מקדש.txt",sefaria,26
"ציוני מהרן על משנה תורה, הלכות שבועות.txt","אוצריא/הלכה/משנה תורה/מפרשים/ציוני מהרן/ספר הפלאה/ציוני מהרן על משנה תורה, הלכות שבועות.txt",sefaria,17
"ציוני מהרן על משנה תורה, הלכות ערכים וחרמין.txt","אוצריא/הלכה/משנה תורה/מפרשים/ציוני מהרן/ספר הפלאה/ציוני מהרן על משנה תורה, הלכות ערכים וחרמין.txt",sefaria,22
